species_latin_name,species_common_name,project_accession,repo_stable_sample_id,preferred_sample_label,sample_basis,sample_evidence_status,sample_identity_resolution,sample_ambiguity_note,locality_text,locality_resolution_status,location_evidence_artifact_path,location_evidence_artifact_kind,location_evidence_locator,location_evidence_text,site_name,municipality_name,region_name,country_name,broader_geography,coordinate_basis,coordinate_mapping_posture,coordinate_confidence,chronology_text,review_note
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161127,SAMEA5161127,archive_project_sample_accession_anchor,archive_native,final,,Ulucak Höyük,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161127 || Sheet1!row2128,"ENA archive metadata identifies sample SAMEA5161127 as Sus scrofa (tax_id 9823). || AL1103 | previous_extraction_code=- | mtdna_accession=- | source=Özlem Çevik, Canan Çakırlar | museum_or_sample_code=ULCK 19794 | additional_sample_information=- | location=Ulucak Höyük | country=Turkey | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=6800-6500 cal. BC | source_mean_years_bp=8650 | period=Aceramic Neolithic | group=NED-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope",Ulucak Höyük,,,Turkey,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161128,SAMEA5161128,archive_project_sample_accession_anchor,archive_native,final,,Çadır Höyük,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161128 || Sheet1!row484,ENA archive metadata identifies sample SAMEA5161128 as Sus scrofa (tax_id 9823). || AL1105 | previous_extraction_code=- | mtdna_accession=- | source=Ben Arbuckle | museum_or_sample_code=FCN 4499 | additional_sample_information=- | location=Çadır Höyük | country=Turkey | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=3500 BC | source_mean_years_bp=5500 | period=Late Chalcolithic | group=NED-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope,Çadır Höyük,,,Turkey,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161129,SAMEA5161129,archive_project_sample_accession_anchor,archive_native,final,,Çadır Höyük,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161129 || Sheet1!row485,ENA archive metadata identifies sample SAMEA5161129 as Sus scrofa (tax_id 9823). || AL1106 | previous_extraction_code=- | mtdna_accession=- | source=Ben Arbuckle | museum_or_sample_code=FCN 4217 | additional_sample_information=- | location=Çadır Höyük | country=Turkey | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=3500 BC | source_mean_years_bp=5500 | period=Late Chalcolithic | group=NED-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope,Çadır Höyük,,,Turkey,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161130,SAMEA5161130,archive_project_sample_accession_anchor,archive_native,final,,Çadır Höyük,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161130 || Sheet1!row486,ENA archive metadata identifies sample SAMEA5161130 as Sus scrofa (tax_id 9823). || AL1107 | previous_extraction_code=- | mtdna_accession=- | source=Ben Arbuckle | museum_or_sample_code=FCN 4358 | additional_sample_information=- | location=Çadır Höyük | country=Turkey | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=1000 BC | source_mean_years_bp=3000 | period=Iron Age | group=NEU-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope,Çadır Höyük,,,Turkey,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161131,SAMEA5161131,archive_project_sample_accession_anchor,archive_native,final,,Çadır Höyük,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161131 || Sheet1!row487,ENA archive metadata identifies sample SAMEA5161131 as Sus scrofa (tax_id 9823). || AL1108 | previous_extraction_code=- | mtdna_accession=- | source=Ben Arbuckle | museum_or_sample_code=FCN 3916 | additional_sample_information=- | location=Çadır Höyük | country=Turkey | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=3500 BC | source_mean_years_bp=5500 | period=Late Chalcolithic | group=NED-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope,Çadır Höyük,,,Turkey,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161132,SAMEA5161132,archive_project_sample_accession_anchor,archive_native,final,,Gomolava,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161132 || Sheet1!row633,ENA archive metadata identifies sample SAMEA5161132 as Sus scrofa (tax_id 9823). || AL1110 | previous_extraction_code=- | mtdna_accession=- | source=David Orton | museum_or_sample_code=3861 NovS-GOM-10 / 8/88 | additional_sample_information=- | location=Gomolava | country=Serbia | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=c.4900-4600 cal. BC | source_mean_years_bp=6750 | period=Neolithic | group=EUU-A | zooarch_status=Unknown | combined_status=Unknown | secondary_zooarch_status=Unknown | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_domestication_unknown,Gomolava,,,Serbia,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161133,SAMEA5161133,archive_project_sample_accession_anchor,archive_native,final,,Gomolava,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161133 || Sheet1!row634,ENA archive metadata identifies sample SAMEA5161133 as Sus scrofa (tax_id 9823). || AL1111 | previous_extraction_code=- | mtdna_accession=- | source=David Orton | museum_or_sample_code=3801 NovS-GOM-52 / 123/78 | additional_sample_information=- | location=Gomolava | country=Serbia | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=c.4900-4600 cal. BC | source_mean_years_bp=6750 | period=Neolithic | group=EUU-A | zooarch_status=Unknown | combined_status=Unknown | secondary_zooarch_status=Unknown | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_domestication_unknown,Gomolava,,,Serbia,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161134,SAMEA5161134,archive_project_sample_accession_anchor,archive_native,final,,Gomolava,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161134 || Sheet1!row636,ENA archive metadata identifies sample SAMEA5161134 as Sus scrofa (tax_id 9823). || AL1113 | previous_extraction_code=- | mtdna_accession=- | source=David Orton | museum_or_sample_code=3784 NovS-GOM-73 / 43/76 | additional_sample_information=Phase 1a | location=Gomolava | country=Serbia | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=c.4900-4800 cal. BC | source_mean_years_bp=6850 | period=Neolithic | group=EUU-A | zooarch_status=Unknown | combined_status=Unknown | secondary_zooarch_status=Unknown | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_domestication_unknown,Gomolava,,,Serbia,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161135,SAMEA5161135,archive_project_sample_accession_anchor,archive_native,final,,Gomolava,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161135 || Sheet1!row637,ENA archive metadata identifies sample SAMEA5161135 as Sus scrofa (tax_id 9823). || AL1114 | previous_extraction_code=- | mtdna_accession=- | source=David Orton | museum_or_sample_code=3776 NovS-GOM-89 / 64/72 | additional_sample_information=Phase Iab | location=Gomolava | country=Serbia | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=c.4850-4750 cal. BC | source_mean_years_bp=6800 | period=Neolithic | group=EUU-A | zooarch_status=Unknown | combined_status=Unknown | secondary_zooarch_status=Unknown | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_domestication_unknown,Gomolava,,,Serbia,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161136,SAMEA5161136,archive_project_sample_accession_anchor,archive_native,final,,"Mount Petrino (Mondragone, Caserta)",direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161136 || Sheet1!row642,"ENA archive metadata identifies sample SAMEA5161136 as Sus scrofa (tax_id 9823). || AL1116 | previous_extraction_code=- | mtdna_accession=- | source=Domenico Fulgione | museum_or_sample_code=MIMMO1 | additional_sample_information=- | location=Mount Petrino (Mondragone, Caserta) | country=Italy | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=about 1000 BP | source_mean_years_bp=1000 | period=- | group=EUU-A | zooarch_status=Unknown | combined_status=Unknown | secondary_zooarch_status=Unknown | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_domestication_unknown","Mount Petrino (Mondragone, Caserta)",,,Italy,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161137,SAMEA5161137,archive_project_sample_accession_anchor,archive_native,final,,Grotta Verde Alghero (Sardinia),direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161137 || Sheet1!row640,"ENA archive metadata identifies sample SAMEA5161137 as Sus scrofa (tax_id 9823). || AL612 | previous_extraction_code=- | mtdna_accession=- | source=Domenico Fulgione | museum_or_sample_code=SCA07 | additional_sample_information=- | location=Grotta Verde Alghero (Sardinia) | country=Italy | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=3,500-2,700BC | source_mean_years_bp=5100 | period=Neolithic | group=EUU-A | zooarch_status=Unknown | combined_status=Unknown | secondary_zooarch_status=Unknown | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_domestication_unknown",Grotta Verde Alghero (Sardinia),,,Italy,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161138,SAMEA5161138,archive_project_sample_accession_anchor,archive_native,final,,Tell-Afis Sarageb,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161138 || Sheet1!row646,ENA archive metadata identifies sample SAMEA5161138 as Sus scrofa (tax_id 9823). || AL613 | previous_extraction_code=- | mtdna_accession=- | source=Domenico Fulgione | museum_or_sample_code=SCA08 | additional_sample_information=Humerus | location=Tell-Afis Sarageb | country=Syria | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=900-535BC | source_mean_years_bp=2718 | period=Iron age I | group=NEU-A | zooarch_status=Unknown | combined_status=Unknown | secondary_zooarch_status=Unknown | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_domestication_unknown,Tell-Afis Sarageb,,,Syria,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161139,SAMEA5161139,archive_project_sample_accession_anchor,archive_native,final,,"Latronico (Potenza, Basilicata)",direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161139 || Sheet1!row641,"ENA archive metadata identifies sample SAMEA5161139 as Sus scrofa (tax_id 9823). || AL616 | previous_extraction_code=- | mtdna_accession=- | source=Domenico Fulgione | museum_or_sample_code=SCA18 | additional_sample_information=- | location=Latronico (Potenza, Basilicata) | country=Italy | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=8th millennium BC | source_mean_years_bp=9000 | period=Mesolithic VIII millennio BC | group=EUW-A | zooarch_status=Wild | combined_status=Wild | secondary_zooarch_status=Wild | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_wild","Latronico (Potenza, Basilicata)",,,Italy,,,,,,Sample-level locality comes directly from the recovered sample source row.
